İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Ada,Parsel,Fiyat,Location,İlan linki,Eşya Durumu,Takas,Depozito,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Aidat,WC Sayısı,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?,Enerji Kimlik Belgesi,Salon Metrekare,WC Metrekare
19387546,19 Mayıs 2026,Konut,Kiralık,Daire,175 m²,190 m²,4+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,250,42,25.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/a-k-emlaktan-kileci-mah-41-kiralik-cadde-cephe-ara-kat-daire-19387546,,,,,,,,,,,,,,,,
19387539,19 Mayıs 2026,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,606,14,17.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/a-k-emlaktan-istasyon-mah-31-esyali-kiralik-daire-19387539,,,,,,,,,,,,,,,,
19387490,19 Mayıs 2026,Konut,Kiralık,Daire,175 m²,190 m²,4+1,16-20,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,962,2,18.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/a-k-emlaktan-istasyon-mah-park-hayat-cvr-41-genis-kiralik-daire-19387490,,,,,,,,,,,,,,,,
19387083,21 Mayıs 2026,Konut,Kiralık,Daire,45 m²,60 m²,2+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,18.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-esyali-kiralik-21-daire-selcuklu-kosova-19387083,,,,,,,,,,,,,,,,
19387067,19 Mayıs 2026,Konut,Kiralık,Daire,140 m²,165 m²,3+1,21 Ve Üzeri,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,28.500TL,Konya - Karatay ,https://www.emlakjet.com/ilan/adliye-yakininda-31-genis-kiralik-daire-19387067,,Yok,,,,,,,,,,,,,,
19386769,26 Mayıs 2026,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,764,5,11.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-ataturk-ortaokulu-civari-dogalgazli-kiralik-31-daire-19386769,,,,,,,,,,,,,,,,
19386487,21 Mayıs 2026,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,1,Genel Fiyat,,,12.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-21-daire-meram-alakova-19386487,,,,,,,,,,,,,,,,
19386038,19 Mayıs 2026,Konut,Kiralık,Daire,70 m²,75 m²,1+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,16635,7,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/esyali-11-studyo-life-19386038,Eşyalı,,,Var,2,Kapalı Balkon,1200 TL,,,,,,,,,
19385663,19 Mayıs 2026,Konut,Kiralık,Daire,125 m²,170 m²,3+1,5-10,3.Kat,6,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/karatay-fetih-caddesinde-caddeye-cephe-hataneye-adliye-yakin-19385663,Boş,Yok,,,,,,,,,,,,,,
19385372,18 Mayıs 2026,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,26.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/birimden-yarenler-mahallesinde-site-icerisinde-kiralik-daire-19385372,Boş,Yok,,,,,,,,,,,,,,
19385289,30 Mayıs 2026,Konut,Kiralık,Daire,110 m²,125 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,1297,151,13.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/hayal-emlak-tan-yarenler-mahallesinde-kiralik-daire-19385289,Boş,Yok,,Var,3,"Açık Balkon, Kapalı Balkon",150 TL,2,,,,,,,,
19385265,29 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,4.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,32189,4,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/konya-selcuklu-beyhekim-mah-maliye-toki-arakat-19385265,Boş,,,Var,1,Açık Balkon,1350 TL,1,İkinci El,Betonarme,8 m²,8 m²,Hayır,,26 m²,6 m²
19384666,18 Mayıs 2026,Konut,Kiralık,Daire,65 m²,68 m²,1+1,5-10,4.Kat,7,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/residence-hill-de-ara-kat-full-esyali-kiralik-11-daire-19384666,Eşyalı,Yok,,,,,,,,,,,,,,
19384665,18 Mayıs 2026,Konut,Kiralık,Daire,65 m²,68 m²,1+1,5-10,3.Kat,7,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/residence-hill-de-ara-kat-full-esyali-11-kiralik-daire-19384665,Eşyalı,Yok,,,,,,,,,,,,,,
19384223,25 Mayıs 2026,Konut,Kiralık,Daire,70 m²,80 m²,2+1,3,Yüksek Giriş,8,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,26.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/meram-gazze-cad-yakini-21-kiralik-daire-19384223,,Yok,,,,,,,,,,,,,,
19384186,18 Mayıs 2026,Konut,Kiralık,Daire,140 m²,180 m²,4+1,0 (Yeni),5.Kat,6,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,48.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/beyhekim-mh-knk-konutlari-kiralik-sifir-41-daire-19384186,,Yok,,,,,1500 TL,,,,,,,,,
19384156,18 Mayıs 2026,Konut,Kiralık,Daire,130 m²,180 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,16.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/ankara-yolu-yakini-kiralik-31-genis-daire-19384156,,Yok,,,,,,,,,,,,,,
19384138,18 Mayıs 2026,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,Yüksek Giriş,7,Kombi Doğalgaz,Boş,Hisseli Tapu,Evet,1,Genel Fiyat,28825,1,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/star-dan-istanbul-yolu-uzerinde-kiralik-11-esyali-daire-19384138,,,,,,,,,,,,,,,,
19383816,26 Mayıs 2026,Konut,Kiralık,Daire,100 m²,120 m²,2+1,16-20,7.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,28907,7,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/emrah-ciftci-den-selcuklu-beyhekim-mah-beyhekim-toki-sit-kiralik-arakat-21-bakimli-daire-19383816,,,,,,,,,,,,,,,,
19383808,18 Mayıs 2026,Konut,Kiralık,Daire,130 m²,160 m²,3+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/fatih-isiklar-mah-31-ebebyn-banyolu-mustakil-tadinda-kiralik-19383808,,Yok,,,,,500 TL,,,,,,,,,
19383696,21 Mayıs 2026,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,22.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-selcuklu-feritpasa-19383696,,,,,,,,,,,,,,,,
19380162,17 Mayıs 2026,Konut,Kiralık,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,2.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kule-site-yakini-31-kiralik-daire-19380162,Boş,Yok,,,,,,,,,,,,,,
19380123,17 Mayıs 2026,Konut,Kiralık,Daire,60 m²,65 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/koycegiz-mh-neu-yakini-faturalar-dahil-kiralik-11-daireler-19380123,,Yok,,,,,,,,,,,,,,
19379743,26 Mayıs 2026,Konut,Kiralık,Daire,135 m²,150 m²,3+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,5678,87,20.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/bosna-hersek-mahallesi-31-kombili-kiralik-daire-19379743,Boş,Yok,20000 TL,Var,2,Açık Balkon,500 TL,1,İkinci El,Betonarme,5 m²,5 m²,Evet,,30 m²,5 m²
19379665,16 Mayıs 2026,Konut,Kiralık,Daire,55 m²,85 m²,1+1,5-10,2.Kat,6,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,Genel Fiyat,,,22.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/adliye-kto-yakini-esyali-11-kiralik-daire-19379665,Eşyalı,Yok,,,,,,,,,,,,,,
19379511,16 Mayıs 2026,Konut,Kiralık,Daire,115 m²,150 m²,3+1,16-20,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,23.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/azizhan-dan-baris-caddesine-cephe-31-kiralik-daire-19379511,Boş,Yok,,,,,,,,,,,,,,
19378897,20 Mayıs 2026,Konut,Kiralık,Daire,80 m²,95 m²,2+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/erenkoy-mh-kardelen-market-yakini-21-kiralik-daireler-19378897,,Yok,,,,,,,,,,,,,,
19378159,16 Mayıs 2026,Konut,Kiralık,Daire,70 m²,85 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selcuklu-zafer-ihsaniye-de-21-esyali-kiralik-daire-19378159,,Yok,23500 TL,,,,,,,,,,,,,
19377903,16 Mayıs 2026,Konut,Kiralık,Daire,170 m²,200 m²,4+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,null,8138,20.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kilicarslan-da-silli-kavsagina-yakin-41-bakimli-genis-daire-19377903,Boş,Yok,,Var,2,,,2,İkinci El,,,,Hayır,,,
19377850,16 Mayıs 2026,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-kiralik-21-daire-19377850,,Yok,,,,,1000 TL,,,,,,,,,
19377816,16 Mayıs 2026,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,20.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/alakovada-kiralik-arakat-31-daire-19377816,,Yok,,,,,,,,,,,,,,
19377631,19 Mayıs 2026,Konut,Kiralık,Daire,48 m²,55 m²,1+1,11-15,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,16.950TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/studyo-palace-11-55m2-112-acil-karsisi-esyasiz-kiralik-daire-19377631,,Yok,,,,,2100 TL,,,,,,,,,
19377069,16 Mayıs 2026,Konut,Kiralık,Daire,125 m²,165 m²,3+1,4,3.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/aydin-satiyor-dan-fetih-cad-ve-b-kumkopru-cad-cephe-31-daire-19377069,Boş,Yok,,,,,,,,,,,,,,
19376473,16 Mayıs 2026,Konut,Kiralık,Daire,100 m²,125 m²,3+1,21 Ve Üzeri,Yüksek Giriş,7,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Evet,1,Genel Fiyat,,,23.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ozlemyardimci-dan-stadyum-karsisi-ifa-sitesinde-kiralik31-daire-19376473,Boş,Yok,,,,,,,,,,,,,,
19376470,16 Mayıs 2026,Konut,Kiralık,Daire,55 m²,75 m²,1+1,11-15,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,18.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ozlem-yardimci-dan-studyo-mars-ta-kiralik-esyali-11-daire-19376470,Eşyalı,Yok,,,,,,,,,,,,,,
19375471,15 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,11-15,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mah-servis-guzergahi-uzeri-esyali-kiralik-11-daire-19375471,Eşyalı,Yok,,,,,,,,,,,,,,
19373294,15 Mayıs 2026,Konut,Kiralık,Daire,150 m²,500 m²,4+2,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,798,1,14.000TL,Konya - Ilgın ,https://www.emlakjet.com/ilan/dagli-emlaktan-konya-ilginda-19373294,Boş,Yok,0 TL,Var,3,Açık Balkon,0 TL,3,İkinci El,Betonarme,15 m²,15 m²,,,25 m²,10 m²
19372846,15 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,2,4.Kat,4,Merkezi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,1420,11,19.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/konya-seydisehir-ulukapi-mahallesinde-19372846,Boş,Yok,0 TL,Var,1,Kapalı Balkon,250 TL,2,İkinci El,Betonarme,5 m²,5 m²,,B Sınıfı,30 m²,3 m²
19372840,15 Mayıs 2026,Konut,Kiralık,Daire,80 m²,90 m²,2+1,3,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,15.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/beybes-tokide-kiralik-arakat-21-daire-19372840,,Yok,,,,,,,,,,,,,,
19372219,16 Mayıs 2026,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kultur-park-karsisi-31-kiralik-ici-yapili-daire-19372219,,Yok,,,,,500 TL,,,,,,,,,
19371660,15 Mayıs 2026,Konut,Kiralık,Daire,94 m²,120 m²,2+1,16-20,3.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/neu-ilahiyat-yani-ssk-hastanesi-karsisi-yari-cati-bakimli-21-19371660,Boş,Yok,,,,,,,,,,,,,,
19371313,15 Mayıs 2026,Konut,Kiralık,Daire,100 m²,135 m²,3+0,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kadir-dikici-den-isiklar-mahallesinde-31-dublkes-kiralik-daire-19371313,Boş,Yok,,,,,,,,,,,,,,
19369998,14 Mayıs 2026,Konut,Kiralık,Daire,85 m²,110 m²,2+1,5-10,2.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,32.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/maginn-134-sitesinde-arakat-esyali-kiralik-kose-daire-19369998,Eşyalı,Yok,,,,,,,,,,,,,,
19369830,14 Mayıs 2026,Konut,Kiralık,Daire,68 m²,88 m²,2+1,4,1.Kat,4,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ardicli-emlaktan-19369830,Eşyalı,Yok,,,,,,,,,,,,,,
19368219,14 Mayıs 2026,Konut,Kiralık,Daire,120 m²,150 m²,3+1,11-15,4.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,29,56,20.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/furkan-emlak-adliye-civari-31-kiralik-daire-19368219,,,,Var,2,Kapalı Balkon,400 TL,,,,1 m²,6 m²,,Yok,,
19367556,25 Mayıs 2026,Konut,Kiralık,Daire,125 m²,155 m²,3+1,0 (Yeni),3.Kat,8,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,31.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/talha-tozduman-dan-pirireis-konutlarin-da-temiz-genis-31kiralik-19367556,,Yok,500 TL,,,,1750 TL,,,,,,,,,
19363847,21 Mayıs 2026,Konut,Kiralık,Daire,120 m²,140 m²,3+1,16-20,2.Kat,6,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,2542,28,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/konevi-mah-kiralik-daire-19363847,,,,Var,2,,800 TL,2,İkinci El,Betonarme,,,,,,
19362079,13 Mayıs 2026,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,16.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isiklar-mah-anemon-otel-arkasinda-31-arakat-daire-19362079,Boş,Yok,,,,,,,,,,,,,,
19360666,12 Mayıs 2026,Konut,Kiralık,Daire,85 m²,100 m²,2+1,11-15,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,18616,8,19.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selahattin-eyyubi-mah-bey-hekim-yolunda-21-kiralik-daire-19360666,,,,,,,,,,,,,,,,
19360110,16 Mayıs 2026,Konut,Kiralık,Daire,140 m²,160 m²,3+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,36.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/otogar-camii-karsisi-31-160m2-kiralik-daire-19360110,,Yok,,,,,,,,,,,,,,
19358258,23 Mayıs 2026,Konut,Kiralık,Daire,60 m²,65 m²,1+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,21309,11,18.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/konya-meram-meram-tip-fak-yakini-11-esyali-19358258,,,,,,,,,,,,,,,,
19357786,12 Mayıs 2026,Konut,Kiralık,Daire,125 m²,150 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,15.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/alakova-mah-de-gurhan-gayrimenkulden-kiralik-daire-19357786,,,,,,,,,,,,,,,,
19357269,12 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,4.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,19.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/bozkir-yolu-uzerinde-emir-market-uzeri-31-kiralik-daire-19357269,,Yok,19000 TL,,,,400 TL,,,,,,,,,
19357251,26 Mayıs 2026,Konut,Kiralık,Daire,117 m²,127 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,3,67,9.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-bolge-trafik-civarinda-dogalgaz-kombili-mustakil-tadinda-kiralik-21-daire-19357251,,,,,,,,,,,,,,,,
19355683,28 Mayıs 2026,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,23.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/meliksah-mahallesinde-kiralik-31-daire-19355683,,Yok,,,,,800 TL,,,,,,,,,
19354808,11 Mayıs 2026,Konut,Kiralık,Daire,135 m²,170 m²,3+1,5-10,5.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/adliye-yakini-adliye-konaklarinda-31-kiralik-daire-19354808,Boş,Yok,,,,,,,,,,,,,,
19353495,25 Mayıs 2026,Konut,Kiralık,Daire,55 m²,75 m²,1+1,11-15,2.Kat,8,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,Birim Fiyat,15109,3,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/istanbul-yolu-uzerinde-studio-style-sitesinde-11-kiralik-daire-19353495,,Yok,,Var,1,Açık Balkon,,1,İkinci El,Betonarme,,,,,,
19350580,10 Mayıs 2026,Konut,Kiralık,Daire,180 m²,200 m²,4+1,11-15,11.Kat,11,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,29135,1,31.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/sahibinden-kiralik-yenikent-kardelen-yapili-daire-19350580,,,31000 TL,,,,,,,,,,,,,
19350443,10 Mayıs 2026,Konut,Kiralık,Daire,150 m²,180 m²,3+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,21.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazirda-real-arkasi-kanyonpark-karsisi-31-bolersen-41-kiralik-19350443,,Yok,,,,,100 TL,,,,,,,,,
19349453,10 Mayıs 2026,Konut,Kiralık,Daire,135 m²,170 m²,3+1,11-15,Yüksek Giriş,7,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,30.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/konsey-den-gozde-konutlarinda-full-bakimli-kiralik-31-daire-19349453,Boş,Yok,,,,,,,,,,,,,,
19349211,10 Mayıs 2026,Konut,Kiralık,Müstakil Ev,120 m²,130 m²,2+1,21 Ve Üzeri,,1,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,,,12.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/ozcelebi-den-seyran-da-iki-katli-mustakil-kiralik-ev-ayri-ayri-19349211,,Yok,12000 TL,,,,,,,,,,,,,
19349043,10 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,Çatı Katı,3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-mah-kiralik-cati-kati-21-esyasiz-daire-19349043,,Yok,,,,,,,,,,,,,,
19348865,10 Mayıs 2026,Konut,Kiralık,Daire,130 m²,160 m²,3+1,16-20,6.Kat,8,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/sarayli-dan-metro-market-yakini-kiralik-ara-kat-31-daire-19348865,Boş,Yok,,,,,,,,,,,,,,
19348862,10 Mayıs 2026,Konut,Kiralık,Daire,150 m²,210 m²,4+1,11-15,2.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,38.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/sarayli-dan-real-baris-caddesi-uzeri-damlakoy-kiralik-41-daire-19348862,Boş,Yok,,,,,,,,,,,,,,
19348428,13 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,11-15,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mah-servis-guzergahi-uzeri-esyali-kiralik-11-daire-19348428,,Yok,,,,,1000 TL,,,,,,,,,
19348414,13 Mayıs 2026,Konut,Kiralık,Daire,65 m²,90 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mah-veysel-karani-cd-yakini-esyali-21-daire-19348414,,Yok,,,,,1000 TL,,,,,,,,,
19348389,09 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,11-15,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mah-veysel-karani-cd-yakini-esyali-kiralik-daire-19348389,,Yok,,,,,1000 TL,,,,,,,,,
19348127,11 Mayıs 2026,Konut,Kiralık,Daire,48 m²,55 m²,1+1,16-20,1.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.750TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/studyo-atlantis-11-55m2-esyali-kiralik-studyo-daire-19348127,,Yok,,,,,,,,,,,,,,
