İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Ada,Parsel,Fiyat,Location,İlan linki,Eşya Durumu,Takas,Depozito,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Aidat,WC Sayısı,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?,Enerji Kimlik Belgesi,Salon Metrekare,WC Metrekare
19049262,25 Mayıs 2026,Konut,Kiralık,Daire,110 m²,120 m²,2+1,16-20,3.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,16.999TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/real-ve-otogar-yakini-genis-21-daire-19049262,,Yok,,,,,,,,,,,,,,
19043933,25 Mayıs 2026,Konut,Kiralık,Daire,110 m²,127 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1313,1,14.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-persembe-pazari-altinda-dogalgazli-kiralik-21-daire-19043933,,,,,,,,,,,,,,,,
19039330,26 Mayıs 2026,Konut,Kiralık,Daire,130 m²,141 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1421,5,24.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-park-hayat-hastahanesi-yaninda-esyali-2-kat-kiralik-31-daire-19039330,,,,,,,,,,,,,,,,
19036491,08 Mayıs 2026,Konut,Kiralık,Daire,72 m²,96 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/senoldan-kiralik-21-bireysel-kombili-3-kat-daire-19036491,Boş,Yok,,,,,500 TL,,,,,,,,,
19033902,26 Mayıs 2026,Konut,Kiralık,Daire,135 m²,140 m²,3+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,129,66,18.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-kurucay-toki-yaninda-asansorlu-kiralik-31-daire-19033902,,,,,,,,,,,,,,,,
19031311,05 Mayıs 2026,Konut,Kiralık,Daire,125 m²,149 m²,3+1,16-20,7.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,15866,5,20.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/il-jandarma-kapi-onunde-19031311,,,,,,,1000 TL,,,,,,,,,
19000036,26 Mayıs 2026,Konut,Kiralık,Daire,105 m²,120 m²,3+1,21 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,157,61,12.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-eski-devlet-hastahanesi-civarinda-dogalgazli-kiralik-31-daire-19000036,,,,,,,,,,,,,,,,
18990455,30 Mayıs 2026,Konut,Kiralık,Daire,110 m²,125 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,12.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/hayal-emlak-tan-altunkalem-mahallesinde-kiralik-daire-18990455,,,,Var,3,Açık Balkon,,1,,,,,,,,
18981907,21 Mayıs 2026,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,9.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,15.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bosna-hersek-mah-31-110m2-aile-muhiti-kiralik-daire-18981907,,Yok,,,,,,,,,,,,,,
18978849,24 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,18.750TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mh-esyali-kiralik-11-studyo-daire-servis-guzargahi-uzeri-18978849,,Yok,,,,,1000 TL,,,,,,,,,
18958600,23 Mayıs 2026,Konut,Kiralık,Daire,135 m²,145 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,1,Genel Fiyat,690,9,22.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-istasyon-mah-esyali-31-daire-18958600,,,,Var,1,,,,,,,,,,,
18956663,12 Mayıs 2026,Konut,Kiralık,Daire,125 m²,130 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1014,453,13.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddin-emlaktanstadyum-karsisi-kiralik-daire-18956663,,,,,,,,,,,,,,,,
18952521,05 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,6.Kat,6,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,38028,4,15.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/karakoc-gayrimenkul-godene-toki-emekli-konutlarinda-kiralik-21-daire-bos-esyali-degil-18952521,Boş,,16000 TL,Var,,,1100 TL,,,,,,,,,
18952100,05 Mayıs 2026,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1292,86,10.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddin-emlaktan-carsida-kiralik-daire-18952100,,,,,,,,,,,,,,,,
18947510,23 Mayıs 2026,Konut,Kiralık,Daire,140 m²,156 m²,3+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,1078,8,27.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-gazi-mah-cadde-cepheli-daire-18947510,,,,Var,,,,,,,,,,,,
18944611,29 Mayıs 2026,Konut,Kiralık,Daire,135 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,721,31,10.000TL,Konya - Ilgın ,https://www.emlakjet.com/ilan/konya-ilgin-kiralik-18944611,Boş,Yok,,Var,2,Açık Balkon,0 TL,1,İkinci El,Betonarme,6 m²,8 m²,Hayır,Yok,,4 m²
18944580,14 Mayıs 2026,Konut,Kiralık,Daire,220 m²,240 m²,4+1,11-15,3.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/41-kiralik-daire-18944580,,Yok,22000 TL,,,,300 TL,,,,,,,,,
18942171,05 Mayıs 2026,Konut,Kiralık,Daire,135 m²,170 m²,3+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,31668,1,22.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/fetih-cd-fetih-camii-yani-karfette-18942171,,,,,,,1300 TL,,,,,,,,,
18923566,05 Mayıs 2026,Konut,Kiralık,Daire,45 m²,60 m²,1+1,1,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/dinamikten-kiralik-11-5-adet-esyali-sifir-daire-18923566,,Yok,,,,,,,,,,,,,,
18918823,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,130 m²,2+1,11-15,8.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-21-esyali-ara-kat-kombili-daire-18918823,,Yok,,,,,,,,,,,,,,
18917260,26 Mayıs 2026,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,3,22,12.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-tipi-mahallesinde-mustakil-tadinda-dogalgazli-kiralik-31-daire-18917260,,,,,,,,,,,,,,,,
18913096,26 Mayıs 2026,Konut,Kiralık,Daire,130 m²,145 m²,3+1,16-20,2.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1166,50,15.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-stadyum-civarinda-asansorlu-bakimli-kiralik-31-daire-18913096,,,,,,,,,,,,,,,,
18909092,05 Mayıs 2026,Konut,Kiralık,Daire,60 m²,80 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-beyhekim-mah-esyali-studyo-ara-kat-genis-11-18909092,,Yok,,,,,1000 TL,,,,,,,,,
18909053,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,130 m²,2+1,16-20,2.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-21-ara-kat-esyali-kiralik-daire-18909053,,Yok,,,,,,,,,,,,,,
18909007,06 Mayıs 2026,Konut,Kiralık,Daire,75 m²,90 m²,2+1,11-15,3.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.250TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-studyo-park-sitesi-nde-21-ara-kat-bakimli-daire-18909007,,Yok,,,,,,,,,,,,,,
18909006,05 Mayıs 2026,Konut,Kiralık,Daire,80 m²,95 m²,2+1,3,2.Kat,3,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,15.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/net-emlaktan-beybes-tokide-21-ara-kat-guney-cephe-daire-18909006,,Yok,,,,,,,,,,,,,,
18909005,05 Mayıs 2026,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,7.Kat,7,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-istanbul-yolu-uzeri-11-esyali-daire-18909005,,Yok,,,,,,,,,,,,,,
18890435,22 Mayıs 2026,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,99,12,18.000TL,Konya - Beyşehir ,https://www.emlakjet.com/ilan/carsi-merkezde-kiralik-esyali-11-daire-18890435,Eşyalı,,,Var,1,Kapalı Balkon,,1,Sıfır,Betonarme,,,Evet,,,
18886573,21 Mayıs 2026,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,10.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/buro-olarak-kiralik-daire-18886573,,Yok,12500 TL,,,,200 TL,,,,,,,,,
18882453,26 Mayıs 2026,Konut,Kiralık,Daire,139 m²,149 m²,3+1,21 Ve Üzeri,3.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1152,609,13.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-kosuyolu-bes-kalem-kursu-civari-ara-kat-dogalgazli-kiralik-31-daire-18882453,,,,,,,,,,,,,,,,
18875995,07 Mayıs 2026,Konut,Kiralık,Daire,55 m²,65 m²,1+1,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,764,5,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-carsi-merkezde-esyali-kiralik-sifir-11-daire-18875995,,,,,,,,,,,,,,,,
18858265,05 Mayıs 2026,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,993,131,16.500TL,Konya - Beyşehir ,https://www.emlakjet.com/ilan/beysehir-muftu-mahallesinde-seydisehir-yolunda-kiralik-0-daireler-18858265,,,,,,,,,,,,,,,,
18846001,05 Mayıs 2026,Konut,Kiralık,Daire,125 m²,140 m²,3+1,11-15,6.Kat,6,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,35.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yonetcell-den-hocacihan-da-31-genis-kiralik-daire-18846001,Boş,Yok,,,,,,,,,,,,,,
18837649,26 Mayıs 2026,Konut,Kiralık,Daire,145 m²,155 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,132,1,15.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-gazi-pazari-civarinda-bakimli-ara-kat-kiralik-31-daire-18837649,,,,,,,,,,,,,,,,
18835592,25 Mayıs 2026,Konut,Kiralık,Daire,95 m²,115 m²,1+1,21 Ve Üzeri,2.Kat,2,Yerden Isıtma,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/selcuklu-farabi-hastanesi-yakini-11-temiz-esyali-kiralik-daire-18835592,,Yok,,,,,,,,,,,,,,
18791314,08 Mayıs 2026,Konut,Kiralık,Daire,155 m²,160 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,26.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/nakipoglu-mah-de-kececiler-cad-si-uzeri-31-arakat-kiralik-daire-18791314,,Yok,,,,,,,,,,,,,,
18746071,26 Mayıs 2026,Konut,Kiralık,Daire,145 m²,155 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,983,2,19.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-kosuyolunda-asansorlu-ara-kat-kombili-kiralik-31-daire-18746071,,,,,,,,,,,,,,,,
18718882,04 Mayıs 2026,Konut,Kiralık,Daire,95 m²,110 m²,2+1,11-15,1.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,24155,10,23.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/akabe-mh-kto-karsisi-kiralik-2-1-daire-18718882,Boş,Yok,,,,,,,,,,,,,,
18699569,26 Mayıs 2026,Konut,Kiralık,Daire,85 m²,100 m²,2+0,0 (Yeni),5.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,602,24,19.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-yarenler-yunus-emre-camii-yaninda-sifir-kiralik-20-daire-18699569,,,,,,,,,,,,,,,,
18698481,06 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/nakipoglu-mah-kiralik-31-daire-18698481,,Yok,25000 TL,,,,,,,,,,,,,
18670170,04 Mayıs 2026,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1421,8,14.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/temiz-ve-bakimli-18670170,Boş,,14000 TL,Var,2,Açık Balkon,,2,İkinci El,Betonarme,,8 m²,,,,
18628691,21 Mayıs 2026,Konut,Kiralık,Daire,145 m²,165 m²,3+1,2,8.Kat,9,Merkezi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,35.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-merkezi-sistem-daire-meram-aydogdu-18628691,,,,,,,,,,,,,,,,
18503224,30 Mayıs 2026,Konut,Kiralık,Daire,100 m²,380 m²,3+1,21 Ve Üzeri,1.Kat,1,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,201,25,3.100.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/hayal-emlak-tan-kizilca-mahallesinde-satilik-mustakil-ev-18503224,Boş,Var,,Yok,,,,1,,,,,,,,
18266350,19 Mayıs 2026,Konut,Kiralık,Daire,45 m²,50 m²,1+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,17912,1,14.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bayanlar-icin-faturalar-dahil-11-esyali-kiralik-daire-18266350,Eşyalı,Yok,,,,,500 TL,,İkinci El,Kagir,,,,,,
18243751,19 Mayıs 2026,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,Yok,Genel Fiyat,17912,1,15.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bayanlar-icin-faturalar-dahil-11-esyali-kiralik-daire-18243751,Eşyalı,Yok,,,,,500 TL,,İkinci El,Kagir,,,,,,
18233558,23 Mayıs 2026,Konut,Kiralık,Daire,145 m²,185 m²,3+1,21 Ve Üzeri,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,16551,6,26.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/baha-dan-meram-meliksah-mh-genis-asansorlu-kiralik-31-18233558,,,,,,,,,,,,,,,,
18183736,04 Mayıs 2026,Konut,Kiralık,Daire,145 m²,175 m²,3+1,5-10,2.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,22696,18,35.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/meram-aymanas-ta-31-genis-ferah-daire-kiralik-18183736,Boş,,,Var,2,Açık Balkon,800 TL,1,İkinci El,Betonarme,,20 m²,Evet,,28 m²,
18134394,27 Mayıs 2026,Konut,Kiralık,Daire,155 m²,170 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1106,61,13.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/asil-emlaktan-kiralik-seyran-mahallesinde-dogalgazli-18134394,,Yok,14500 TL,Var,3,,200 TL,1,İkinci El,Betonarme,,,Hayır,,,
18039870,26 Nisan 2026,Konut,Kiralık,Daire,100 m²,120 m²,2+1,11-15,2.Kat,8,Merkezi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,1462,2,18.750TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/elit-emlak-tan-esyali-kozagac-toki-evleri-21-18039870,,,,,,,,,,,,,,,,
17934928,04 Mayıs 2026,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,231,148,17.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/kiralik-daire-17934928,,,,,,,,,,,,,,,,
17894437,19 Mayıs 2026,Konut,Kiralık,Daire,25 m²,30 m²,Stüdyo,11-15,2.Kat,9,Merkezi Doğalgaz,Boş,Kat İrtifakı,Evet,1,Genel Fiyat,28905,8,14.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/10-full-esyali-kiralik-studyoda-daireler-ugur-emlak-garanti-ve-guvencesiyle-17894437,Eşyalı,Yok,,,,,2000 TL,,İkinci El,Betonarme,,,,,,
16782179,23 Mayıs 2026,Konut,Kiralık,Daire,145 m²,162 m²,3.5+1,21 Ve Üzeri,2.Kat,2,Sobalı,Boş,Hisseli Tapu,Hayır,1,Genel Fiyat,252,18,13.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/aksehir-kilecide-sobali-kiralik-16782179,Boş,,15000 TL,Var,2,"Açık Balkon, Açık Teras",0 TL,3,İkinci El,,6 m²,35 m²,,,14 m²,5 m²
16667922,27 Mayıs 2026,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,Genel Fiyat,949,145,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/zaferde-esyali-kiralik-daire-16667922,Eşyalı,Yok,18000 TL,Var,1,Açık Balkon,0 TL,1,İkinci El,Betonarme,,,,,,
16599061,04 Mayıs 2026,Konut,Kiralık,Daire,45 m²,55 m²,1+1,1,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,2558,3,10.500TL,Konya - Ereğli ,https://www.emlakjet.com/ilan/sahibinden-full-esyali-daire-16599061,Eşyalı,,9500 TL,Var,1,Açık Balkon,435 TL,,,,,,Hayır,,,
15484289,25 Mayıs 2026,Konut,Kiralık,Daire,70 m²,89 m²,2+1,0 (Yeni),1.Kat,4,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/konsey-den-ardicli-tokide-esyali-kiralik-21-daire-15484289,Eşyalı,Yok,,,,,,,,,,,,,,
14949061,22 Mayıs 2026,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,Genel Fiyat,,,14.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/esyali-kiralik-daire-14949061,Eşyalı,,,Var,2,Açık Teras,,,,,,,,,,
14829824,27 Mayıs 2026,Konut,Kiralık,Daire,140 m²,145 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,27.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/asil-emlaktan-kiralik-mustakil-esyali-daire-memur-sartli-14829824,Eşyalı,Yok,27500 TL,Var,2,"Açık Balkon, Kapalı Balkon",200 TL,2,İkinci El,Yığma,,,Evet,,,
10171744,30 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,15128,9,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/musalla-baglari-mahallesinde-kiralik-31-daire-10171744,,,,Var,2,Kapalı Balkon,400 TL,,,,,,,,,
8821120,21 Mayıs 2026,Konut,Kiralık,Daire,125 m²,135 m²,2+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,Genel Fiyat,727,232,2.100.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/cetin-emlaktan-satilik-altunkalemde-dogalgazli-daire-8821120,Boş,Yok,0 TL,,,,20 TL,1,İkinci El,Betonarme,,,,,35 m²,
